"","contenidos","fechas","titulos","ur"
"2204","MADRID.-El avión de la Fuerza Aérea española que trasladaba al heredero de la Corona española, el príncipe Felipe, de Santo Domingo a Honduras, ha sufrido una avería que le ha obligado a regresar a la capital dominicana, informó hoy la Casa Real Española.    “El avión ha sufrido una avería”, afirmó la Casa Real.   El aparato, que trasladaba al príncipe Felipe a Honduras para asistir el lunes a la toma de posesión del nuevo presidente del país centroamericano, Juan Orlando, había aterrizado correctamente para una escala técnica en Santo Domingo.    Tras despegar posteriormente con destino a Tegucigalpa, se detectó una avería que obligó al avión a volver al aeropuerto de Santo Domingo, según la prensa española.    Se está a la espera de ver si se arregla la avería o se recurre a alguna alternativa para que el Príncipe pueda continuar su viaje.    Se trata de la segunda vez que el príncipe Felipe sufre un percance de este tipo, después que el 25 de noviembre pasado el Airbus-310 que debía trasladarlo a Brasil sufriera una avería que le obligó a suspender una visita oficial al país sudamericano. ",2014-01-26 11:32:00,"Avería obliga al príncipe Felipe de España aterrizar en República Dominicana","http://eldia.com.do/averia-obliga-al-principe-felipe-de-espana-aterrizar-en-republica-dominicana/"
"2205","Santos Domingo.-El presidente Danilo Medina y su esposa, la primera dama,  Cándida Montilla de Medina, encabezan la misa solemne con motivo del 201 aniversario del natalicio del Padre de la Patria, Juan Pablo Duarte.  La homilía es oficializada por el Cardenal Nicolás de Jesús López Rodríguez, en la catedral Primada de América, la cual, contrario a otros años,  lució vacía y sin la presencia de congresistas y de destacadas figuras de la política y de la vida social dominicana. Esa situación se presentó debido a que la mayoría de las personalidades se encuentran en el acto de juramentación de los nuevos miembros del  Comité Central del PLD y en otras actividades.  Misa solemne en honor a Juan Pablo Duarte. En el acto religioso se encuentran presentes los ministros de Defensa, Almirante Sigfrido Pared Pérez; de Cultura, José Antonio Rodríguez; de Salud Pública,  Freddy hidalgo; y el de Educación, Carlos Amarante Baret. Así como también el presidente de la Fundación Juan Pablo Duarte, Joaquín Saviñón, quien criticó que en el natalicio de Duarte  esa entidad no tenga lista la biblioteca que lleva su nombre, tal y como lo habían prometido las autoridades. De su lado, el cardenal  López Rodríguez destacó las cualidades del patricio y su sacrificio  para lograr la libertad.",2014-01-26 10:54:00,"Danilo Medina encabeza misa solemne en honor a Juan Pablo Duarte","http://eldia.com.do/danilo-medina-encabeza-misa-solemne-en-honor-juan-pablo-duarte/"
"2206","TOKIO.-Toyota mantuvo en 2013 su posición de primer fabricante mundial de automóviles, con la venta de casi 10 millones de unidades, un límite hasta ahora jamás alcanzado pero que la empresa nipona espera superar en 2014.    El gigante con sede en Nagoya (centro de Japón) anunció el jueves haber vendido el año pasado 9,98 millones de vehículos de sus diferentes marcas (Toyota, minivehículos Daihatsu, camiones Hino y coches de lujo Lexus).    Este resultado (+2% respecto a 2012) le permite superar por poco al estadounidense General Motors (GM, 9,7 millones de vehículos vendidos) y al alemán Volkswagen (9,5 millones).    El grupo nipón ha quedado muy cerca de superar la barrera simbólica de los 10 millones de autos vendidos en un año, que ningún constructor ha logrado alcanzar en la historia del automóvil.    Pero Toyota espera superarla claramente en 2014, con 10,32 millones de vehículos vendidos (+4%), y apuesta además por un aumento de 20% de sus ventas en China, según indicó este jueves.    “Toyota, como sus principales competidores, está alcanzando los 10 millones (de ventas anuales) al sacar provecho del fuerte crecimiento del mercado de los países emergentes, en particular de China”, donde cerca de 22 millones de vehículos fueron vendidos el año pasado, explicó a la AFP Shotaro Noguchi, experto del sector en SMBC Nikko Securities.    Toyota vendió en China un 9% más de vehículos que el año anterior, pese a los roces diplomáticos entre Pekín y Tokio, principalmente por la soberanía de unas islas en el Mar de China Oriental.    También aumentó en 7% sus ventas en Estados Unidos, llegando a 2,24 millones de coches, al amparo de una mejor coyuntura económica en ese país.    Toyota parece haber superado el mal trance de haber tenido que llamar a revisión muchos de sus coches, debido a defectos técnicos, lo que había afectado su credibilidad a principio de 2010.    En cambio las ventas del grupo cayeron un 5% en Japón, a 2,3 millones de unidades, pero en su propio país Toyota mantiene más del 40% de cuota de mercado. Además, sus modelos híbridos (gasolina y electricidad) siguen teniendo una buena acogida en todo el mundo.    “Nos alegramos de que muchos consumidores hayan optado por nuestros vehículos”, declaró un portavoz de Toyota. “En el futuro, seguiremos aplicando nuestras técnicas específicas de producción para cada auto que salga de nuestras cadenas de producción”, añadió.    El portavoz rehusó comentar la posición de líder mundial de Toyota, una actitud habitual en el constructor japonés.    Toyota conquistó en 2008 el primer lugar del mundo, monopolizado por GM durante más de 70 años, aunque lo perdió durante un año en 2011 a causa del sismo y el tsunami del 11 de marzo del mismo año en el noreste de Japón, que paralizaron temporalmente su producción.    En el plano financiero, Toyota exhibe desde hace varios trimestres una salud de hierro, en gran parte gracias a la fuerte depreciación del yen, provocada por la notable flexibilización de la política monetaria del Banco de Japón, bajo el impulso del primer ministro, Shinzo Abe.",2014-01-23 09:26:00,"Toyota se mantiene líder mundial con casi 10 millones de autos vendidos en 2013","http://eldia.com.do/toyota-se-mantiene-lider-mundial-con-casi-10-millones-de-autos-vendidos-en-2013/"
"2207","Santo Domingo.-Bladimir Abud, cineasta conocido por sus películas “La Lucha de Ana” y “Los Súper”, se encuentra en fase de postproducción de “Suplicio” su tercer largometraje, una comedia social en clave de Cinema Verité. “Suplicio” cuenta la vida de un cuarentón desempleado, interpretado por Manolo Ozuna,  quien decide terminar con su vida abrumado por varios problemas. La película se realizó con un presupuesto menor al millón de pesos fue rodada en tiempo real con 10 cámaras de alta definición, sin maquillaje, con luz natural, en una locación y en un sólo día.   Se emplearon 3 meses en preproducción  y dos meses de ensayos. El reparto lo integran comediantes y actores de teatro de larga trayectoria: Manolo Ozuna, Jacqueline Estrella, Víctor Pinales, Geovanni Jeréz, Marissabel Marte, Nicolás Díaz (Margaro), Ángel Haché, Eva Arias, Rafael Alduey, Esmailyn Morel, Oscar Carrasquillo y Adriano Peña (Gallito). La producción Ejecutiva estuvo a cargo de Gabriel Tineo y Pablo Mustonen, mientras que Alejandro de Moya y Melisa Fuentes asumieron la producción general del proyecto.   DATOS A DESTACAR -Abud retoma el estilo que le dio a conocer con “La Lucha de Ana”.  -Es una película que describe al barrio a través de 12 personajes. -Los temas políticos, filosóficos,  religiosos y morales están latentes en el film. -El director usó como referencia varias obras del Cinema Verité, El Neorrealismo Italiano y el Cine Cubano. Víctor Pinales, Ángel Haché y Eva Arias.",2014-01-17 13:44:00,"La película dominicana que se rodó en un sólo día","http://eldia.com.do/la-pelicula-dominicana-que-se-rodo-en-un-solo-dia/"
"2208","Santo Domingo.-El jefe de la Policía Nacional, mayor general Manuel Castro Castillo, negó ayer que en República Dominicana haya una ola de robos y atracos, no obstante, reconoció que durante los últimos siete meses han sometido a la Justicia a 15 mil 586 delincuentes por la comisión de estos delitos. Advirtió que la Policía Nacional continuará enfrentando la criminalidad de manera efectiva, aunque, hasta que no termine el retraso de la justicia será difícil luchar contra el crimen, porque “apresamos a los delincuentes y a una velocidad pasmosa recobran la libertad y vuelven a delinquir”. Dijo que la Policía enfrenta de manera efectiva la criminalidad y que próximamente integrarán a sus filas a mil 200 nuevos miembros. Castro Castillo anunció que mañana la Policía pondrá en funcionamiento el patrullaje en varios corredores viales del país, con 300 camionetas adquiridas con recursos otorgados por el Gobierno, para evitar y prevenir los robos a pasajeros. Dijo que dentro de ese plan de contingencia de operaciones policiales se incluirá el incremento del patrullaje en el Gran Santo Domingo. Negó que en el municipio de Boca Chica se haya desbordado la delincuencia, pero que este viernes se reunirá con los munícipes para escuchar cuáles son los problemas.",2014-01-15 00:10:00,"Jefe PN niega en RD haya ola de robos y atracos","http://eldia.com.do/jefe-pn-niega-en-rd-haya-ola-de-robos-y-atracos-2/"
"2209","Santo Domingo.- El general de la Policía Nacional Juan  Ramón de la Cruz Martínez murió  hoy en un accidente de tránsito cuando la yipeta en que viajaba se deslizó por el puente  sobre el río Jatubey, en Sabana del Puerto, Bonao. Según informó en su cuenta de Twitter  el vocero de la Policía, Jacobo Mateo Moquete, el oficial  policial viajaba en compáñía  de su esposa y  uno de sus hijos. De la Cruz Martínez fue designado el pasado mes de septiembre por el jefe de la Policía, mayor general Manuel Casto Castillo,  como director  del Comando Regional Cibao-Sur con asiento en Bonao. Mateo Moquete dijo que el jefe de la Policía, mayor general Manuel Castro Castillo, suspendió todas sus actividades , incluyendo la visita en Boca Chica, y se trasladó al lugar del hecho. ",2014-01-13 08:48:00,"Muere en un accidente tránsito el general Juan Ramón de la Cruz Martínez","http://eldia.com.do/muere-en-un-accidente-transito-el-general-juan-ramon-de-la-cruz-martinez/"
"2210","Santo Domingo.-El presidente Danilo Medina llegó a la 1:00 de la tarde a la escuela Félix Evaristo Mejía a ejercer el sufragio, acompañado de su esposa Candy Montilla de Medina, donde un tumulto de personas abarrotó el recinto. La seguridad presidencial, vestida con ropa casual, impidió que los miembros de la prensa grabaran y tomaran fotografías en el momento en que el jefe de Estado iba a seleccionar a sus candidatos en la boleta. El presidente votó en un aula de educación primaria de dicha escuela, ubicada en la calle Leonardo Da Vinci esquina Caonabo en la Urbanización Renacimiento, la cual estaba llena de gente, especialmente de fotógrafos, camarógrafos y periodistas. Al salir del lugar el mandatario fue abordado por decenas de personas que  querían saludarlo y hablar con él. Medina dijo exhortó a los peledeístas votar de forma masiva, en calma y respetando el derecho que tiene cada uno de sus compañeros, quienes serán sus representantes en el  Comité Central. “Pase lo que pase seguiremos en los barrios apoyando los comités intermedios”, expresó el Presidente. La Primera Dama también votó en ese centro de estudios.    ",2014-01-12 13:30:00,"Danilo Medina vota; exhorta a peledeístas ejercer el sufragio en calma","http://eldia.com.do/danilo-medina-vota-exhorta-peledeistas-ejercer-el-sufragio-en-calma/"
"2211","Santo Domingo.– El presidente de AES Dominicana, Marco de la Rosa, falleció este miércoles en la mañana cuando hacía ejercicios en el parque Mirador Sur. La directora de Comunicación Estratégica de la empresa energética, Bredyg Disla dijo que las causas del deceso aún no se han establecido. Al momento de su muerte De la Rosa,  se desempeñaba como presidente del grupo energético AES Dominicana, y fue presidente de la Asociación Dominicana de la Industria Eléctrica (ADIE), además peterneció a las juntas directivas de las principales asociaciones empresariales del país.  ",2014-01-08 08:23:00,"Fallece presidente de AES Dominicana,Marco de la Rosa","http://eldia.com.do/fallece-presidente-de-aesdominicanamarcos-de-la-rosa/"
"2212","DAJABÓN.- La vigilancia fue reforzada en toda la zona fronteriza por la provincia de Dajabón, por el lado dominicano, y por los alrededores de la comunidad haitiana de Juana Méndez, a pocas horas de la reunión que sostendrá este martes representantes de República Dominicana y Haití para discutir sobre temas bilaterales. Miembros del Cuerpo Especializado de Seguridad Fronteriza Terrestre (Cesfront) fueron colocados en lugares estratégicos en el entorno de la provincia Dajabón y de la empresa del Grupo M, propiedad del empresario Fernando Capellán, donde será realizada la reunión a partir de las once de la mañana de este martes. Residentes dominicanos y haitianos que viven en la frontera por Dajabón y Montecristi dijeron que están esperanzados en que los comisionados de ambos países discutan sobre la sentencia del Tribunal Constitucional que niega la nacionalidad a los descendientes de migrantes en situación irregular. Por la República Dominicana participarán en esta reunión el ministro de la Presidencia, Gustavo Montalvo; el ministro de Interior y Policía, José Ramón Fadul; el ministro de Industria y Comercio, José del Castillo Saviñón; el consultor jurídico del Poder Ejecutivo, César Pina Toribio; y el canciller en funciones José Manuel Trullols. Por el lado haitiano participarán el primer ministro Laurent Lamothe; el canciller Pierre Richard Casimir; el ministro de Comercio, Wilson Laleau; el ministro de Interior, David Bazile; y Nesmy Manigat. Haitianos regresan Mientras República Dominicana y Haití se preparan para reanudar el diálogo, cientos de haitianos comenzaron a cruzar la frontera por Dajabón luego de disfrutr del largo asueto de Navidad y de Año Nuevo junto a sus familiares en el vecino país. El éxodo de los haitianos se inició pasadas las ocho de la mañana de este lunes, minutos después de que fue abierto el portón fronterizo ubicado en el puente sobre el río Masacre.",2014-01-06 12:11:00,"Refuerzan vigilancia en Dajabón, previo a reunión entre RD y Haití","http://eldia.com.do/refuerzan-vigilancia-en-dajabon-previo-reunion-entre-rd-y-haiti/"
"2213","SANTO DOMINGO.- La Oficina Nacional de Meteorología informó este sábado que las lluvias se incrementarán este fin de semana, debido a los vientos alisios que se mantienen soplando de componente este/sureste. El organismo precisó que se generarán lluvias débiles sobre las provincias y comunidades aledañas de La Altagracia, San Pedro de Macorís, Hato Mayor, El Seibo, Monte Plata y el gran Santo Domingo. Indicó que este comportamiento del clima  se mantendrá durante todo el día, incrementando los períodos lluviosos en horas de la tarde en el Norte y Noreste. “Para el fin de semana continuaremos con un tiempo meteorológico relativamente estable en toda la geografía nacional, no obstante, la incursión de campos nubosos procedente del mar dejaran lluvias dispersas y de corto tiempo al entrar en contacto con la orografía. Esta actividad estará concentrada hacia las regiones Este, Noreste y el Norte del país” señala en informe de Meteorología. Agrega que el viento generado por un sistema de alta presión seguirá manteniendo el oleaje anormal en todas las costas del país, por lo que,  advirtió, las frágiles y pequeñas embarcaciones deben navegar con precaución cerca del perímetro costero sin aventurarse mar adentro, sin embargo, aquellos que operan en la bahía de Samaná deben hacerlo sin salir de la bahía. El Distrito Nacional y la provincia Santo Domingo estará con  nubes dispersas a medio nublado con lluvias débiles de corta duración.",2014-01-04 12:51:00,"Lluvias se incrementarán este fin de semana","http://eldia.com.do/lluvias-se-incrementaran-este-fin-de-semana/"
"2214","SANTO DOMINGO.- Desconocidos ultimaron a un ciudadano holandés para despojarlo de una pistola en la Calle Principal del sector Los Americanos, Los Alcarrizos, informó la Policía. La víctima fue identificada como Antonius Adrianius Zwerts, de 62 años, quien murió a consecuencia de herida de bala en la región lateral del cuello sin salida, ocasionada por desconocidos en circunstancias que se investigan. La Policía precisó que con relación al caso se encuentras varias personas detenidas para fines de investigación. El hecho se registró a las 5:30 de la tarde de ayer. La institución del orden indicó que el extranjero Adrianius Zwerts transitaba a bordo de una passola Yamaha, azul, placa NQGQ23, por la referida vía, frente a una planta de expendio de gas licuado de petróleo, al momento de ser interceptado y agredido por los desconocidos. Precisó que los prófugos despojaron a la víctima de la pistola Taurus, calibre 9 milímetros, número TZD13534, la cual portaba con licencia de porte y tenencia del Ministerio de Interior Policía. Personal de la Policía Científica se presentó al lugar del crimen donde recolectaron dos casquillos calibre 9 milímetros, los cuales son analizados en los laboratorios de la institución del orden.",2014-01-04 13:06:00,"Desconocidos ultiman a un holandés para despojarlo de una pistola","http://eldia.com.do/desconocidos-ultiman-un-holandes-para-despojarlo-de-una-pistola/"
"2215","Santo Domingo .-Las autoridades dominicanas han perdido la batalla contra el narcotráfico, que sigue llenando de sangre al pueblo y castrando a la sociedad de su mejor activo que es la juventud”. Así lo afirmó ayer el pastor Ezequiel Molina, tras asegurar que llora de impotencia porque es de conocimiento popular que el negocio del tráfico y comercialización, así como el consumo de estupefacientes, ha penetrado todos los estamentos sociales y de mando, como el Congreso Nacional y los partidos políticos. Molina manifestó que el narcotráfico ha dejado a la Justicia dominicana ciega, sorda, muda y minusválida. Ante más de 20 mil personas que desafiaron la lluvia para llenar el Estadio Olímpico Félix Sánchez, en la celebración de “La Batalla de la Fe 2014”, el predicador dijo que es tiempo de lágrimas, al ver que en los últimos cinco años han sido asesinadas 600 mujeres a manos de sus “amantes”. Pedofilia El religioso deploró que hombres que dicen representar a Dios ejerzan la “pedofilia homosexual” en contra de jóvenes que son explotados sexualmente, “y peor aún, cuando estos violadores ni siquiera pueden ser llevados a los tribunales porque están protegidos por un Concordato rancio”. Antes de finalizar, Molina exhortó a las personas volver su rostro a Dios para que Él cambie su lamento en baile.",2014-01-02 00:10:00,"Ezequiel Molina deplora el auge del narcotráfico en RD","http://eldia.com.do/ezequiel-molina-deplora-el-auge-del-narcotrafico-en-rd/"
"2216","Puerto Rico.-Un grupo de 13 indocumentados, 12 haitianos y un cubano, fue detectado por la Policía y la Guardia Costera luego de ser dejado por una embarcación proveniente de República Dominicana en el sector Las Carmelitas, en Isla de Mona. Según informó el periódico  El Vocero  de Puerto rico uno de los haitianos se ahogó en el intento de llegar hasta el islote y todavía el cuerpo no ha sido recuperado por personal de la Guardia Costera, que además está a cargo de la búsqueda de los otros indocumentados.",2013-12-31 12:20:00,"Se ahoga uno de 13 indocumentados haitianos iban en yola a Puerto Rico","http://eldia.com.do/se-ahoga-uno-de-13-indocumentados-haitianos-iban-en-yola-puerto-rico/"
"2217","Santo Domingo.-Sólo faltan horas para decirle adiós al año 2013 y darle la bienvenida al 2014, esta fecha es aprovechada por millones de personas en todo el mundo para buscar y preparar algunos rituales y cábalas con la esperanza de atraer lo positivo en el nuevo año. Muchas personas aseguran que si realizan rituales de fin año, el próximo será más próspero, y que es también una oportunidad para dejar atrás todo lo negativo que les ha pasado. De acuerdo con estudios, un gran porcentaje de la población mundial cree en cábalas por la necesidad de adquirir esperanza, bienes o cumplir sus deseos más añorados.  Ritos y cábalas populares de fin de año Agua: simboliza expulsar de su vida las lágrimas, las penas y la negatividad. Se tira un vaso de agua desde la casa hacia la calle.    Ropa interior amarilla: significa atraer la alegría y el dinero. Se usan para que en el próximo año no falte la felicidad y la riqueza. Ropa interior roja: equivale a atraer el amor y la pasión.   Anillo en la copa: poner un anillo de oro en la copa de champán con la que se hará el brindis con el objetivo de que no falte el dinero durante el nuevo año (ojo, cuidado con tragárselo).  Cambio de prenda: corresponde a fortalecer la relación con tu pareja. Las parejas intercambian una prenda de vestir, así sus destinos estarán completamente ligados en el año. Dinero: se refiere la prosperidad económica. Mucha gente recibe el año con una moneda en el zapato o de preferencia un billete en un bolsillo. Barrer a la medianoche: simboliza expulsar de su casa las malas vibras, las penas y la negatividad. Se barre con una escoba desde la puerta de la casa hacia la calle.                 Comer lentejas: tiene que ver con la abundancia, la prosperidad y la economía en todo el año. Se acostumbra come una cucharadita de lentejas cuando el reloj marque las 00:00. Pasear con las maletas: simboliza viajar en el año que llega. Se sale de la casa llevando una maleta.     Quemar un papel: es para borrar las cosas negativas del pasado. Se escriben en un papel todas lo que no fue agradable para ti y luego debes quemarlo para que no se repitan en el nuevo año. Ropa blanca: se relaciona con alejar las enfermedades y atraer la buena salud. Millones de personas en todo el mundo se visten de blanco para recibir el año nuevo. Esa tradición es más popular en Brasil.  Siéntate y párate: si lo que quiere es atraer el matrimonio, siéntese y párese en cada una de las 12 campanadas del reloj. Comer uvas: simbolizan sus deseos y proyectos para los 12 meses del año que inicia. Se colocan en cada copa 12 uvas y con cada campanada se debe comer una y pedir un deseo para el año nuevo.  Deseos de felicidad: cuando llega la medianoche, se piden tres deseos antes de dar los abrazos y se repite 12 veces la frase: “Qué feliz voy a ser este año”. Personas encuestadas acerca del tema precisan que estos rituales funcionan conforme a la creencia de cada quien.  ",2013-12-31 13:40:00,"Ritos populares de fin de año para atraer la buena suerte","http://eldia.com.do/ritos-populares-de-fin-de-ano-para-atraer-la-suerte/"
"2218","Santo Domingo.-Hoy a las 12:00 del mediodía finaliza el proceso de renovación del marbete 2013 y a partir de la 1:00 de la tarde los agentes de tránsito estarán en las calles para incautar los vehículos que transiten con el impuesto por derecho a la circulación vencido. El proceso fue iniciado por la Dirección General de Impuestos Internos (DGII) hace tres meses y según las estadísticas de la institución al mediodía de ayer habían registrado un total de 825,437 vendidos, de alrededor de un millón que están aptos para renovar. Solo el día de ayer habían renovado 24,439 marbetes y muchos conductores seguían haciendo fila para completar el proceso. “No habrá prórroga”, reiteró la DGII en una nota. Sin embargo, explicó que durante todo el mes de enero se mantendrán las facilidades de renovar en los 700 puntos disponibles en los bancos y asociaciones en todo el país, pagando un recargo de RD$600.00. Los vehículos que circulen sin el nuevo marbete correrán el riesgo de ser incautados por agentes de tránsito y deberán pagar una multa superior a los mil pesos para sacarlos.",2013-12-31 00:14:00,"Hoy cierra plazo renovar marbete","http://eldia.com.do/hoy-cierra-plazo-renovar-marbete/"
"2219","NUEVA YORK.-El multimillonario alcalde saliente de Nueva York, Michael Bloomberg, gastó 650 millones de dólares de su propia fortuna en la metrópoli durante el curso de sus tres mandatos, informó un nuevo reporte. En un análisis de documentos públicos, bancos de datos filantrópicos y otros archivos el diario The New York Times (http://nyti.ms/KfzrTD) calculó el domingo que esa cifra podría ser aún baja. El diario señala que Bloomberg gastó aproximadamente 62.400 dólares durante 12 años en limpiezas semanales de dos grandes tanques de peces de agua salada en la municipalidad. Asimismo hizo donaciones de campaña por 23 millones de dólares y obsequió 30 millones de dólares al Museo Metropolitano de Arte desde el 2002. Bloomberg, que según afirma la Revista Forbes, tiene una fortuna de 27.000 millones de dólares, es famoso por haber ganado un dólar al año de sueldo como alcalde. El alcalde gastó generosamente a fin de promover el control de armas y otros asuntos que ha defendido con gran pasión. Bloomberg deja el cargo a la medianoche del martes.",2013-12-30 10:13:00,"NY: Bloomberg gastó $650 millones de su dinero","http://eldia.com.do/ny-bloomberg-gasto-650-millones-de-su-dinero/"
"2220","EGIPTO.- Estudiantes que apoyan a los Hermanos Musulmanes y que se han enfrentado a la policía en los últimos días incendiaron dos edificios de la universidad de al-Azhar en El Cairo, Egipto. Uno de los manifestantes murió mientras se producía uno de los choques contra la policía en el interior del lugar. Funcionarios encargados de la seguridad del campus dijeron que los manifestantes llegaron al edificio de la facultad de negocios y alertaron a los estudiantes que estaban allí sobre lo que iban a hacer. Después se dirigieron a la facultad de agricultura donde se registró el otro ataque. Estos brotes de violencia se dan un día después de que al menos tres personas murieran en enfrentamientos entre las fuerzas de seguridad y seguidores de los Hermanos Musulmanes, que fue denominada esta semana por el gobierno como una “organización terrorista”.   ¿Persecusión? El gobierno, en manos de una junta militar desde el pasado 3 de julio, dijo que el ataque a la universidad de al-Azhar fue ordenada por los Hermanos Musulmanes. Los voceros de la organización negaron la acusación. Esta es una de las últimas medidas que el gobierno actual ha tomado en contra de la agrupación política islámica más antigua del país. El secretario de Estado de EE.UU., Jonh Kerry, expresó su preocupación por lo que denominó “una oleada de arrestos” y pidió un proceso político inclusivo. Al-Azhar es uno de los centros más importantes de aprendizaje para los musulmanes y se ha convertido en el campo de batalla entre estudiantes y la policía en los últimos meses. El futuro de Morsi Después de ser derrocado, Mohammed Morsi, el primer presidente egipcio elegido democráticamente, fue acusado de múltiples crímenes y actualmente se encuentra en prisión. Su juicio empezó el pasado mes de noviembre, pero fue pospuesto hasta el ocho de enero de 2014. Muchos de los colaboradores de Morsi, como el exprimer ministro, Hisham Qandil, también fueron capturados por el gobierno interino que dirige el país.",2013-12-28 12:11:00,"Manifestantes prenden fuego a dos edificios universitarios en Egipto","http://eldia.com.do/manifestantes-prenden-fuego-dos-edificios-universitarios-en-egipto/"
"2221","NULL",2013-12-26 00:01:00,"El carrusel de la vida","http://eldia.com.do/el-carrusel-de-la-vida-63/"
"2222","Santo Domingo.-Pese a algunas desavenencias o desacuerdos entre la cúpula deportiva y las autoridades del Ministerio de Deportes, en sentido general los atletas dominicanos obtuvieron logros destacables durante el año que está a punto de finalizar. La más notable actuación fue conseguida por el equipo nacional de baloncesto de mayores en el Pre-mundial de Venezuela, donde logró la clasificación para el Mundial de España 2014. El quinteto local, dirigido por el técnico Orlando Antigua, estuvo integrado por el veterano Jack Michael Martínez, Francisco García, Eloy Vargas, Manuel Fortuna, Ronald Ramón, James Feldeine, Juan Coronado, Karl Towns, Ricky Greer, Edward Santana, Eulis Báez y Edgar Sosa. De su lado, los juveniles locales no se quedaron atrás y en el Centrobásket de Puerto Rico conquistaron la medalla de oro. El voleibol Durante el mes de agosto el país fue sede del Grand Prix de Voleibol, en el cual el equipo femenino local terminó en el décimo lugar por primera vez y octavo en el ranking mundial de la Fede la Federación Internacional (FIVB). En el aspecto individual la promesa criolla del voleibol Brayelin Martínez consiguió participar en cuatro campeonatos mundiales en un tramo de cuatro meses, hazaña verdaderamente notoria en cualquier deporte. Otras actuaciones destacadas de atletas dominicanos en 2013 fueron el bronce de Luguelín Santos en el Mundial de Atletismo de Moscú durante el mes de agosto; el logro de Mariely Sánchez, quien se convirtió en la primera mujer dominicana en competir en la Golden League y el título alcanzado por el equipo criollo de tenis de mesa, que se coronó en el Campeonato Latinoamericano celebrado aquí. Festival de Mujer De su lado el Ministerio de Deportes montó con éxito durante tres días, el Festival Deportivo de Mujer, en 17 disciplinas.",2013-12-26 00:13:00,"Deporte RD consigue logros notables 2013","http://eldia.com.do/deporte-rd-consigue-logros-notables-2013/"
"2223","Santo Domingo.- Era sargento de la Policía Nacional el ciclista arrollado ayer tarde por una volqueta de trasportar basura, propiedad del Ayuntamiento del Distrito Nacional. El deportista fallecido fue identificado como Antonio Morales, quien se ejercitaba para participar en futuras competencias. La AMET dijo que el deportista fue embestido por el camión marca Marck, color rojo, placa L270162, conducido por Rómulo Mejía Pérez, quien está bajo arresto para ser puesto a disposición de la justicia. El fatal accidente se produjo en la avenida Máximo Gómez, esquina Nicolás de Ovando cuando el ciclista y alistado policial se desplazaba en dirección sur-norte, igual que el citado vehículo de carga. Fue necesario procurar una grúa para levantar el camión para sacar el occiso debajo de las gomas traseras, aseguró la Amet en una nota de prensa. Morales era conocido entre sus familiares y compañeros de equipo como Jimmy, dice la nota de la AMET. El camión, rotulado a nombre de Proaseo y con la ficha 224601, fue remolcado el estacionamiento municipal conocido como El Canódromo, ubicado en la venida Monumental esquina República de Colombia. El accidente ocurrió a las 12:10 de la tarde. Los restos del ciclista fueron levantados por un médico legista y luego entregados a sus familiares para los fines de rigor. El director de AMET, Juan Gerónimo Brown Pérez, designó a un oficial superior para investigar las causas del lamentable accidente.      ",2013-12-23 11:07:00,"Ciclista arrollado por camión ADN era sargento de la Policía","http://eldia.com.do/ciclista-arrollado-por-camion-adn-era-sargento-de-la-policia/"
"2224"," MADRID.-Activistas de la organización feminista Femen con los pechos desnudos protestaron este lunes ante una iglesia en Madrid contra la aprobación el viernes pasado por el gobierno español de una reforma restrictiva de la ley del aborto.    Una miembro de Femen se arrodilló en el suelo y desnudó sus pechos, donde había escrito el lema “La Navidad se cancela” y “Aborto libre“.    Junto a ella, otras dos activistas echaron un líquido rojo en el suelo a la puerta de la céntrica iglesia de San Manuel y San Benito, poco después de que los feligreses abandonaran el templo al término de la misa de la mañana.    Una de las manifestantes, que sólo quiso dar su nombre, Carmen, criticó la reforma restrictiva del aborto que presentó el viernes el gobierno conservador español.    “Estamos retrocediendo a la dictadura”, se quejó.   El ejecutivo español presentó el viernes una reforma de la ley del aborto de 2010, la cual había liberalizado la interrupción voluntaria del embarazo en las primeras 14 semanas.    El anteproyecto de ley aprobado el viernes en consejo de ministro suprime esta libertad y reduce la posibilidad de abortar sólo a casos de peligro para la salud física o psíquica de la madre y de violación.  La reforma iniciará ahora su camino hacia el parlamento, donde es muy probable que sea aprobada dada la mayoría absoluta del gobernante Partido Popular.",2013-12-23 09:40:00,"Las femen se desnudan en Madrid contra la nueva ley del aborto","http://eldia.com.do/las-femen-se-desnudan-en-madrid-contra-la-nueva-ley-del-aborto/"
