"","contenidos","fechas","titulos","url"
"1610","  Once miembros son llevados al Pabellón de la Fama Artes Marciales; en el acto, celebrado en la UNPHU, se  reconoce al doctor José Joaquín Puello Herrera. La puntualidad, solemnidad y el espíritu deportivo, caracterizaron la celebración del Segundo Ceremonial del Salón de la Fama de las Artes Marciales, donde deportistas que brillaron en su carrera deportiva y su conducta ciudadana, que pusieron en alto el nombre de la República Dominicana, recibieron el bautizo de la inmortalidad, en un acto celebrado ayer en la Sala Max Henríquez Ureña, de la Universidad Nacional Pedro Henríquez Ureña, contado con una gran asistencia de personas. El evento fue organizado por el comité permanente del SAFAMRD. presidido por el doctor William Duke, además de otros deportistas que han brillado en las artes marciales. El mismo contó con el apoyo del Grupo Corripio, Pinturas Tropical; UNPHU, UTESA y el Otorrino Centro Médico. Alegría, lágrimas y emociones estuvieron presentes en la ceremonia, donde los exaltados estuvieron rodeados de sus familiares, amigos, así como los deportistas que gustan de estas disciplinas. Los deportistas que lograron esta distinción fueron Joaquín de Moya (Kung Fu), con su edecán Wilson Gómez; Tomás Espinosa (Kung Fu), con Rafael Adolfo Rojas; Adalberto Escoto (Tae Kwon Do), con Miguel Camacho; Ramón Smith (Tae Kwon Do), con José Reyes; Benjamín Maldonado (Tae Kwon Do), con Oscar Maldonado. Igualmente, Generoso Montero (Karate), con su edecán Elías Wessin Chávez; Luis Felipe Sánchez (Karate), con Pedro Julio Sánchez; Carlos Marmolejos (Karate), con Rafael Medina; Dulce María Piña (Judo), con Jesús María Piña; Oscar Kidd (Judo), con José Ortíz y Desiderio Lebrón (Judo In memoriam). representado por su hijo Félix Lebrón. Además, recibieron reconocimiento Ivette Sánchez , primera mujer cinta negra de karate; Mamoru Hidaka, (karate), Ramón Leonardo Blanco (Artes marciales y musicales), Masahita Yamashita (judo) e In memoriam a Tameyoshi Sakamoto. José Joaquín Puello Durante el ceremonia se entregó una pergamino de reconocimiento al doctor José Joaquín Puello, a quien le dedicaron el ceremonial. El doctor Duke resaltó las cualidades del doctor Puello, como profesional y deportista, quien es un ejemplo para el pueblo dominicano. “Para nosotros es un gran honor entregarle este reconocimiento al doctor Puello Herrera, presidente ad vitan del Comité Olímpico Dominicano y ex presidente de la Organización Deportiva Centroamericana y del Caribe”, dijo el doctor Duke. El mensaje de la prensa deportiva estuvo a cargo del cronista Gustavo Rodríguez. Como maestro de ceremonia actuó el destacado locutor César Pichardo, quien es vicepresidente del comité permanente. Durante el acto se anunció que el doctor Jesús Feris Iglesia, será el presidente de honor del próximo año. Estuvieron presentes el ingeniero Francisco Camacho, presidente de la Federación Dominicana de Tae kwondo; Gilberto García, de la Federación de Judo y José Ramírez, de la Federación de Karate.",2013-12-08,"NULL","http://goo.gl/XuWPGt"
"1611","  Estuvo el viernes  en el estadio Tetelo Vargas; viajaría hoy a Seattle a completar acuerdo. Enrique RojasESPN.com ORLANDO.- Horas después de acordar el tercer mayor contrato de la historia del béisbol, Robinson Canó se paseó alegremente por su pueblo natal en República Dominicana vistiendo la gorra de los Marineros de Seattle, su nuevo club en las Grandes Ligas. La madrugada del viernes, Canó y los Marineros se pusieron de acuerdo para la firma de un contrato por 10 años y $240 millones de dólares, reportó ESPNdeportes.com. El pacto no será oficial hasta que el pelotero se someta al estudio físico de rigor, programado para el lunes en la ciudad esmeralda. Debido a que el contrato no es oficial, ni los agentes de Canó ni los Marineros han accedido a comentar el acuerdo. “No estamos en posición de confimar alguna noticia relacionada a Robinson Canó en estos momentos. Si y cuando un acuerdo sea completado y finalizado, lo anunciaríamos”, dijeron los Marineros en un documento. Aunque no ofreció declaraciones oficiales, Canó encontró una forma muy novedosa de anunciar al mundo que tiene nuevo: El jugador celebró con amigos cercanos y acudió a un partido de la liga invernal dominicana en San Pedro de Macorís, al este de Santo Domingo, usando por primera vez otra gorra de Grandes Ligas diferente a la de Yankees de Nueva York. Canó compartió con los jugadores y el personal de las Estrellas Orientales, su equipo en la liga dominicana, que tiene su sede en San Pedro de Macorís. La televisión mostró varias veces a Canó durante el partido contra los Tigres del Licey y sus fotos con la gorra de los Marineros inundaron las redes sociales. Luego del partido, Canó y otros asociados acudieron a la fiesta de cumpleaños del lanzador cubano José Contreras, quien acciona con Licey en la liga invernal. Canó y sus familiares más cercanos tienen programado volar a Seattle el domingo para completar el proceso de su nuevo acuerdo. Una conferencia de prensa podría seguir al exámen físico el lunes, dijeron fuentes a ESPNDeportes.com. El contrato entre Canó y Seattle sería el tercer mayor de la historia, empatado con el que logró el dominicano Albert Pujols con los Angelinos de Los Angeles hace tres años. El dominicano Alex Rodríguez ha firmado los dos mayores contratos del béisbol. En el invierno del 2007, A-Rod firmó una extensión de 10 años y $275 millones con los Yankees, sustituyendo el acuerdo de 10 años y $252 millones que había estampado con Texas en diciembre del 2000. Canó, de 31 años, era el mejor agente libre disponible en el mercado. El intermedista llegó quinto en la votación por el Jugador Más Valioso de la Liga Americana en el 2013, tras batear .307 con 27 jonrones y 107 carreras impulsadas. En nueve temporadas con los Yankees, batea .309 con 204 jonrones y 822 carreras impulsadas.",2013-12-08,"NULL","http://goo.gl/1BxCDi"
"1612","PATERSON, NEW JERSEY. – Héctor Troncoso dirigente del Partido de la Liberación Dominicana (PLD) califico hoy al licenciado Francisco Javier García como el mensajero de la Esperanza. “Donde quiera que el compañero García asiste, está despertando una esperanza a lo interno del Partido de la Liberación Dominicana”, apunto Troncoso, quien es el representante en el Estado Jardín del aspirante a la nominación presidencial por el partido morado. Las expresiones del dirigente del PLD se produjeron en un acto donde el orador principal lo fue el Ministro de Turismo Francisco Javier García, quien anda tras la nominación presidencial de su partido. Cientos de dirigentes medios, intermedios, entre ellos: Víctor Díaz y Marcos Montilla, Héctor Vicioso, Angela Villini, Radhames Capellán y Rafael Almonte, asistieron a la actividad. Habla Francisco Javier Mientras tanto, Francisco Javier García dijo que su presencia en New Jersey es porque esta estoy absolutamente convencido, que si el PLD le da la oportunidad de representarlo en su boleta para el 2016, va hacer el próximo presidente con Dios delante. Refiriéndose al Partido Revolucionario Dominicano (PRD), dijo que este es un partido que le está dando una demostración a la sociedad dominicana, de que hoy se divide, mañana se dividen más, y el que está dividido no puede dirigir la familia, y mucho menos pueden dirigir un país. Mi estrategia es grafica, es la siguiente: Este proyecto es una autopista de cinco carriles, voy por el carril del medio, a la derecha hay dos carriles; eso son de Danilo, a mi izquierda hay dos carriles más, son de Leonel y; como los carriles son tan anchos, voy a llegar al 16, ni choco con Danilo, ni choco con Leonel. Han tirado la bola de que estoy atajando para que otro enlace, me pregunto “voy esperar 35 años sin aspirar, para tirarme al ruedo y después retirarme, obviamente que no, el que dice eso de mí, no es dominicano, porque los dominicanos que me conocen, me conocen, preciso Francisco Javier. Estoy amarrando el caballo, lo estoy amansando, le voy a poner la silla, pero ya me compre las espuelas, porque yo voy a ser el jinete de ese caballo. Afirmo que le gustan los refranes, y cito uno colombiano que dice” Cuando te toca, te toca, y ahora a mi me toca. Refiriéndose a la República Dominicana dijo que la misma ha progresado en los gobiernos del PLD, en la actualidad el presidente Danilo Medina ejecuta una obra de gobierno que debe hacer sentir a todos los dominicanos orgullosos. Tenemos el presidente más popular de América latina, con un 87 por ciento de popularidad. Conozco poco presidentes de América Lanita con la sensibilidad humana de Danilo Medina, del cual me siento orgulloso, pero quiero presentar un programa de gobierno diferente hasta como se ha hecho hasta ahora, no presentarlo el último mes de la campaña, quiero presentarlo a partir de febrero del año que viene. Y quiero hacer esto, para cuando llegue el 2016 así tengo consensuado todo lo que quiero, y no perder tiempo discutiendo. Por: Ángel Berto Almonte (Franmart342hotmail.com)",2013-12-08,"NULL","http://goo.gl/jjOkPk"
"1613","  Venció a la Liga Teresa Durán 74-40 en el juego final del Torneo Interclubes de Baloncesto Superior Femenino de Fedoclubles; Génesis Evangelista “Más Valiosa”. Alsi Capellán[email protected] El equipo del club Mauricio Báez se coronó campeón del “Campeonato Inter-Clubes de Baloncesto Superior Femenino” que organizó La Federación Dominicana de Clubes (Fedoclubes), al aplastar al conjunto de la Liga Teresa Durán 74-40 en el tercer juego de la serie final. Las mauricianas que dominaron ampliamente todo el trayecto del juego contaron una vez más con la gran ofensiva de Génesis Evangelista, quien anotó 18 puntos, repartió siete asistencias y capturó cinco rebotes. Actuación que le valió a Evangelista para ser electa como la Jugadora Más Valiosa de la serie final. Dijo que “me siento muy orgullosa por haber pertenecido a este gran equipo, ya que nos preparamos para esto y gracias a Dios todo salió como esperábamos”. Génesis agradeció ampliamente al dirigente del conjunto al profesor Ariel Portuondo, por haberles sacado el máximo a cada una de esas jugadoras. “Este título se lo dedico a el, pues es quien le debemos que este conjunto esté así”, expresó la jugadora que también pertenece al seleccionado nacional. De su lado el técnico cubano, Portuondo dijo que “lo que hicimos en este torneo, es simplemente una respuesta al trabajo que venimos haciendo durante todo el año”. “Además se vio aquí que el baloncesto que se juega basandose más en la defensa que en anotar puntos, la ofensiva fluye de una forma más fácil y natural”. El profesor Ariel además se sintió muy complacido con el respaldo recibido para el conjunto, dijo que “Le dedicamos este triunfo a la barriada de Villa Juana, por creer en nosotros, así como también a la directiva del club Mauricio Báez, principalmente a don Leo Corporán y su presidente Saturnino Martínez”. Por su lado el capataz del equipo campeón hizo una mención especial a Belkis Aquino (Morenita), por el gran trabajo que realizó en la gerencia del equipo y por estar siempre dispuesta a ayudar a sus jugadoras, “se entregó en todo momento por el bienestar del equipo”. Otras destacadas por las mauricianas fueron Jennifer Estrella, anotó 14 puntos y Escarlin Moquete consiguió 12 con cinco rebotes. Por las derrotadas las mejores fueron, Miguelina De los Angeles, con 14 tantos y Andreina Paniagua coló nueve. El torneo En la justa organizada por Fedoclubes que preside Roberto Ramírez, estuvo dedicado a la “No Violencia Contra la Mujer”, participaron los equipos los clubes Calero, Pueblo Nuevo, Caribes, Mauricio Báez, Luperón y Liga Teresa Durán.",2013-12-08,"NULL","http://goo.gl/hFIOeA"
"1614","Santo Domingo,- El exministro del gobierno haitiano Edwin Paraison reconoció que la República Dominicana es un pueblo noble y solidario que quiere vivir paz con su país, así como con sus compatriotas que vive de este lado de la frontera. Paraison quien además fue cónsul aquí general aquí, pidió  a los presidentes Danilo Medina y Michel Martelly que pronuncien discursos a sus respetivos países donde se pongan de manifiesto el amor, la paz y la fraternidad que hay entre los dos pueblos que ocupan la Isla de Santo Domingo. Llamó la atención porque según él existen sectores extremistas, aunque minúsculos, a ambos lados de la frontera que se dedican a agitar y exacerbar los ánimos entre dominicanos y haitianos. Entrevistado por Héctor Herrera Cabral en el programa D´AGENDA que cada domingo se difunde por Telesistema Canal 11, Edwin Paraison mostró su temor de que, si tanto Medina como Martelly no se dirigen a sus conciudadanos, la situación se le pueda salir de control a ambas autoridades. En tal sentido dijo que se hace imperativo que el diálogo retorno cuanto antes, porque al margen de esta situación que se ha presentado, la cual definió como muy lamentable, Haití y República Dominicana tienen otros temas pendientes que tratar de su agenda bilateral. “Yo puedo dar testimonio de que el pueblo dominicano es noble y solidario que quiere vivir en paz con el pueblo de Haití, y además puedo asegurar que la mayoría de los dominicanos quieren vivir en armonía con los haitianos que viven en este país”, recalcó el exministro del gobierno haitiano. Atribuyó la ruptura del diálogo que se había iniciado entre ambos gobiernos a un acontecimiento que ocurrió en Neyba, el cual fue tergiversado en su país, pero que al mismo tiempo faltó una respuesta oportuna del gobierno dominicano. Aclaró que ciertamente un compatriota suyo, y no 24 como erróneamente se informó, fue linchado en Neyba por una multitud que decía perseguir a unos supuestos haitianos que habían dado muerte a dos dominicanos. La víctima haitiana no tuvo nada que ver con el hecho de sangre. Explicó que ese hecho se exageró en su país, a lo que se le sumó deportaciones que no habían sido coordinadas, pero todo ello sucedió porque el gobierno dominicano no dio una respuesta oportuna y contundente sobre el linchamiento de ese haitiano. Sobre la sentencia 168-2013, Paraison dijo que la misma despoja de su nacionalidad a más de cuatro generaciones de miles de hijos de haitianos que nacieron en la República Dominicana y que por el Jus Solis son dominicanos. Aclaró que a esos ciudadanos hay que devolverle su nacionalidad tal y como lo reclama mayoritariamente la comunidad internacional. Sobre el plan de regularización de Migración, el exconsul haitiano dijo que lo apoya totalmente, aunque aclaró que el mismo no puede ser aplicado a los dominicanos de ascendencia haitiana que nacieron en este país. En cuanto a la situación interna que afecta a Haití y que ha provocado violentas manifestaciones, Edwin Paraison lo atribuyó a la falta de dialogo entre las distintas fuerzas políticas haitianas. Explicó que urge un acuerdo entre los actores políticos de su país, ya que el segundo lunes de enero el actual Congreso cesa en sus funciones y todavía no han sido escogidos sus sustitutos. De igual forma rechazó que el expresidente Jean Bertrand Aristide esté detrás de esas manifestaciones y aclaró que éste después de su retorno está ausente del debate político y solo está dedicado a labores académicas.",2013-12-08,"NULL","http://goo.gl/O0hOJO"
"1615","El presidente del Partido de los Trabajadores Dominicanos (PTD), Esteban Díaz Jáquez,aseguró que Nelson Mandela,  con su lucha heroica,  trasformó la noche tenebrosa del apartheid en aurora radiante de libertad. “La vida, la lucha y la obra de bien de Nelson Mandela, impregnada de justa rebeldía, coraje, dignidad y espíritu de tolerancia, todo ello impulsado por una inteligencia y  visión de gran alcance,  hacen del dirigente sudafricano, recién fallecido, una figura sobresaliente de cualquier época en la historia de la humanidad”, consideró Díaz Jáquez. “Con su coraje, dignidad y la firmeza de convicciones, rodeó su prolongado encierro en una oleada mundial de simpatía que acorraló a sus carceleros obligándolos, no sólo a excarcelar a su ilustre prisionero, sino a desmontar el sistema de oprobio e ignominia  que habían instaurado en Sudáfrica”, puntualizó. El presidente del PTD dijo que la política de tolerancia que inauguró Mandela tan pronto asumió la presidencia de su país acrecentó su liderazgo, que continuó creciendo cuando estando en posesión de todos los hilos del poder, decide no presentarse a una nueva postulación, dando paso a una generación de líderes que se habían templado en las luchas que él encabezó. “Y hoy, a la hora de pasar balance a una trayectoria que es ejemplo para las presentes y futuras generaciones, también debemos tener presente que bajo su mandato, Sudáfrica contribuyó a cambios importantes en la geopolítica internacional con la emergencia del BRICS, sigla que representa al conjunto de países integrado por Brasil, Rusia, India, China y Sudáfrica, cuyo papel en la economía mundial es cada vez más destacado”. Esteban Díaz Jáquez dijo que para el Partido de los Trabajadores Dominicanos, Mandela representa una fuente de inspiración para todas las personas que luchan contra la tiranía y la opresión, en favor de la justicia, la democracia, la libertad y de que otro mundo mejor es posible.  ",2013-12-08,"NULL","http://goo.gl/v88Osk"
"1616","El empresario y político Alfonso Mercado Brito entregó al Politécnico Aragón de Guaricano decenas de computadoras para ser usadas en la biblioteca de ese centro de estudio, Mercado Brito estuvo acompañado por el diputado Virgilio Meran y los empresarios ingeniero Fermín Rodríguez y Ronald Marcano. La comitiva fue recibida por José René Frías Febrillet director general, José Manuel Sánchez López y por la Señora Isis Morillo encargada de la biblioteca del centro. Mercado Brito destacó que hace esta donación a esta institución porque su objetivo principal es la formación académica y que por tanto está ubicado en un sector muy empobrecido como es Guaricano y que el siempre ha estado pendiente del desarrollo de la juventud del municipio Santo Domingo Norte, que sepan ustedes las autoridades y estudiantes de este centro que yo tengo una formación familiar y que con este propósito debo de ayudar a quienes yo entiendo que su aporte a la sociedad es tan significativa de imitar como lo hacen ustedes. Es mi accionar tanto familiar como personal de beneficiar a esta institución porque ustedes preparan el presente y el porvenir de un pueblo que necesita vivir en paz e integrar a nuestra juventud a las labores ciudadanas como lo hacen dándoles preparación técnica-profesional y mandándola a una labor de integración en la Republica Dominicana. El director del centro José René Frías destacó que los proyectos sean sostenibles para ampliar los programas de ayuda porque nosotros incentivamos a la familia y a la juventud que tengan su propio negocio y así lo apartamos de las drogas y la delincuencia, y los insertamos a trabajar por el progreso y el bienestar del país. Con estas palabras estoy dándoles las gracias Alfonso Mercado Brito y a su comitiva que dignamente él encabeza. Por su parte la Licenciada Isis Morillo manifestó que implementan cursos técnicos de contabilidad y finanzas, salud, mecatronica, hotelería, enfermería, turismo, informática, entre otros. Solamente para que ustedes se den cuenta en este año el 88% de la promoción todos los dejaron trabajando, fruto al conocimiento que han adquirido en esta institución educativa.",2013-12-08,"NULL","http://goo.gl/pEi7mD"
"1617","Desde tempranas horas de la mañana de este domingo comenzaron a llegar al Hotel Dominican Fiesta, de la Capital, decenas de delegados a la Asamblea Nacional Extraordinaria del Partido Reformista Social Cristiano, en la que se reformará el estatuto de la organización política. La mayoría de los asambleístas que ya se han registrado pertenece al Distrito Nacional  y algunas provincias y municipios cercanos, como San Cristóbal, San Pedro de Macorís, Bonao y Bani. En la medida que estos van llegando, se registran y luego son llevados al espacioso Salón Ámbar, lugar donde se celebrará la reunión, a la que están convocados los delegados con voz y voto que conforman el padrón oficial del PRSC. También han llegado algunos de los principales dirigentes del PRSC, entre ellos, como el presidente interino, Josecito Hazim; el presidente en funciones, Joaquín Ricardo; el diputado Víctor –Ito- Bisonó, el secretario de organización, Máximo Castro Silverio; el subsecretario general del partido, Louis Bogaert, asi como Miguel Bogaert, diputado Omar de Marchena Héctor Marte, el secretario de actas, Ramon Feliz Madera, Fernando Padovani, Luis Emilio Reyes Ozuna, entre otros. El registro de los delegados se está llevando a cabo en total orden y disciplina. Todos se muestran de buen ánimo y optimistas de que la asamblea, convocada para las diez de la mañana,  será exitosa. “Todo está en orden y muy bien organizado, solo esperando que llegue la hora del inicio de la Asamblea, la cual tiene una gran trascendencia para el futuro de nuestro partido”, dijo uno de los delegados que llegó tempranito al hotel.  ",2013-12-08,"NULL","http://goo.gl/anUIh6"
"1618","CARACAS, Venezuela (AP). En medio de una intensa polarización y una crisis económica, los venezolanos acuden el domingo a las urnas para unos comicios municipales en los que el oficialismo y la oposición apuestan a lograr una mayoría contundente para superar las dudas que surgieron tras los comicios de abril, cuando ambos bandos alcanzaron votaciones muy parejas. Pasadas las 6 a.m., representantes del Consejo Nacional Electoral (CNE) ordenaron la apertura de unas 39.427 casillas en todo el país que estarán funcionando por unas 12 horas, aunque se prevé que podría alargarse el cierre según la cantidad de votantes que se mantengan en espera para sufragar. La presidenta del CNE, Tibisay Lucena, dijo a la televisora estatal que cerca del 60% de las mesas de votación habían iniciado actividades y se esperaba que el resto lo hiciera en la próxima hora. En estos comicios serán elegidos 337 alcaldes y 2.455 concejales en la capital y los 23 estados del país. Se espera la participación de unos 19 millones de electores en la contienda electoral, la segunda que se realiza en el año tras elecciones presidenciales del 14 de abril en las que resultó vencedor Nicolás Maduro por un estrecho margen de 224.739 sufragios frente al opositor Henrique Capriles.",2013-12-08,"Venezolanos acuden a elecciones municipales","http://goo.gl/pvvsI3"
"1619","La Comisión Interamericana de los Derechos Humanos (CIHD), que no es tribunal ni corte, ha condenado a República Dominicana, al señalarla como nación que discrimina a nacionales de origen haitiano por razones de color y pobreza, situación que afirma se agrava por la sentencia del Tribunal Constitucional que dice afectaría desproporcionalmente los derechos de esa comunidad. Al Estado dominicano solo le espera aguardar por la condena que sin lugar a dudas le impondrá la Corte Interamericana de Derechos Humanos, tras la cual el linaje patrio sería por siempre asociado a formas de genocidio civil, racismo, xenofobia, discriminación y otros crímenes de lesa humanidad. Desde su nacimiento, el dominicano ha sido reconocido como un pueblo hospitalario, servicial, acogedor, que siempre desborda cortesía y buen ánimo hacia visitantes e inmigrantes, tanto así que la mayoría de las colonias extranjeras en República Dominicana datan de siglos sin ser objeto nunca de persecución por razones étnica, política, económica, social ni religiosa. Ese valioso activo cívico que compite con las extraordinarias bellezas naturales como atractivo principal a ojos y sentimientos de extranjeros, se diluye hoy en el aceite hirviente de esa sentencia injusta, ilegal y preconcebida, disfrazada en un informe de comisión. Las relaciones domínico haitianas han sido siempre las de vecinos que se atraen o se rechazan según el momento histórico, pero conscientes ambos de que están signados a convivir sobre una misma isla, sin que se culpe a uno por el drama de otro ni condenarlo a llevar más cargas que la que puede acarrear un buen cirineo. La haitiana es una migración que va y viene sobre una frontera terrestre de 390 kilómetros, abierta casi de par en par solo para el lado oeste, siendo ese quizás el único paso fronterizo sin mayores restricciones migratorias. ¿Cómo hablar de xenofobia, racismo y discriminación por razones de pobreza? La sentencia del Tribunal Constitucional es de espectro amplio y profundo en procura de definir el alcance de la nacionalidad y definitivo control migratorio, como ocurre en cualquier nación civilizada, donde solo se pide que los sin papeles adquieran la documentación legal de estadía, residencia o naturalización, pero la CIDH ha condenado a este pobre país por racista y xenófobo. Al gentilicio dominicano le espera una larga cruzada para impedir que su gentilicio sea finalmente llevado al cadalso y ejecutado injusta y sumariamente, como ha sido el propósito de grandes metrópolis, desde antes de que se proclamara la República. Hoy mismo, comienza la lucha por la dominicanidad.",2013-12-08,"NULL","http://goo.gl/yJ648C"
"1620","  Durante una conferencia en Miami, el funcionario  dijo que el pueblo será el gran beneficiario de política aplica Danilo Medina. MIAMI, Florida. El ministro de Economía, Planificación y Desarrollo, ingeniero Temístocles Montás, afirmó ayer aquí que el ahorro interno, la inversión extranjera, la mejora en la educación, una mayor competitividad y el fortalecimiento de la institucionalidad es el conjunto que garantiza un sostenido crecimiento económico a la República Dominicana. Montás dijo que el pueblo dominicano será el gran beneficiario de las políticas que ejecuta el presidente Danilo Medina en cuanto a estimular el empleo mediante el apoyo a las micro, medianas y pequeñas empresas, el financiamiento a las asociaciones de productores, de mujeres y el incremento del presupuesto de la educación pública. Montás manifestó que es correcto y saludable el objetivo del gobierno de lograr que 10 millones de extranjeros visiten el país para el año 2016 porque eso genera empleos, incrementa la entrada de divisas y amplía el mercado para la producción agropecuaria nacional. Al dictar una conferencia magistral sobre el futuro de la economía dominicana, auspiciado por el Consulado dominicano en esta ciudad, Montás, quien es también el alto dirigente del PLD, dijo que su país está compelido a buscar alternativas que garanticen incrementar el crecimiento y la productividad sin necesidad de mayores tasas impositivas. A la conferencia en el hotel EB, de esta ciudad, asistieron dirigentes y militantes del PLD, del Partido Revolucionario Dominicano (PRD) y de otras entidades comunitarias y sociales de Miami. El ministro expresó que desde el gobierno es necesario insistir en la aplicación de políticas productivas porque ya la economía dominicana no resiste más endeudamiento externo y tampoco se puede contar con una ampliación de las inversiones en telecomunicaciones o de servicios financieros, porque ambos renglones han llegado a su máximo crecimiento y no fomentan empleos productivos. Asimismo, Montás advirtió que la sociedad dominicana no resiste mayores cargas impositivas, porque afectarían las inversiones y el crecimiento económico. No obstante, dijo que lo que hay que enfrentar es la evasión fiscal y se pronunció a favor de intensificar la persecución de ese delito. Explicó que hay que buscar mejorar otras vías para aumentar el crecimiento y una mayor productividad económica per cápita en el país como forma de lograr el pleno desarrollo. “Pese a las dificultades, el crecimiento económico de la República Dominicana supera a otras economías emergentes regionales”, señaló Montás arrancando el aplauso de cientos de asistentes a la conferencia. El cónsul Amaury Ríos dio las palabras de bienvenida y resaltó que Montás fue uno de los principales arquitectos de ley de Estrategia Nacional de Desarrollo que hoy guía los objetivos de una mejor calidad de vida para todos los dominicanos.",2013-12-08,"NULL","http://goo.gl/GHxjyK"
"1621","  Lorenzo Ubrí Montero fue abatido a tiros en Baní. ELIAS PIÑA. – En medio de escenas de llanto y dolor y ante una nutrida delegación de miembros de la Dirección Nacional de Control de Drogas (DNCD) encabezada por su presidente mayor general Julio César Souffront Velázquez, fueron sepultados la tarde ayer los restos del agente Lorenzo Ubrí Montero, asesinado a balazos ayer por operadores de un punto de drogas en Pueblo Nuevo, Baní. El sepelio del occiso se realizó alrededor de la 1:30 de la tarde de ayer en el cementerio municipal de Guanito, en Elías Piña, luego que sus restos fueran velados en su casa paterna, en esa misma comunidad. El mayor general Julio César Souffront Velázquez encabezó una amplia delegación compuesta por altos oficiales y agentes del organismo antidrogas que se trasladó a esta provincia a darle el último adiós a quien fuera su compañero de labores. Durante el velatorio, a los restos de Ubri Montero le fue montada una guardia de honor compuesta por el presidente de la DNCD, Souffront Velázquez, y decenas de oficiales y agentes de la institución. En el cementerio, en medio del llanto y lamentos de sus familiares, el mayor del Ejército Rafael Ubri Montero, hermano del occiso, recibió la bandera de la institución de manos de Souffront Velázquez.  ",2013-12-08,"NULL","http://goo.gl/pD8KIi"
"1622","  Las autoridades de la isla interceptaron una embarcación que transportaba 50 sacos de la droga frente a la costa Este del municipio  Maunabo. Luis Dalmau D.  SAN JUAN , Puerto Rico. Varios dominicanos fueron detenidos por la Policía durante un operativo en la costa Este de esta isla, donde fue interceptada una embarcación y se incautó más de 50 sacos de cocaína pura, valorada en la calle en unos 50 millones de dólares. Las autoridades informaron que en la madrugada del pasado jueves encalló una lancha frente a la costa del municipio de Maunabo, donde se incautaron 54 fardos de la droga y se produjo la detención de un dominicano. Sin embargo, fuentes de la Policía aseguraron a El Nacional que durante la persecución de varios individuos en el área boscosa por su alegada relación con el cargamento de narcóticos fue arrestado en horas de la tarde de ese día otro dominicano. Un tercer hombre todavía es buscado por las autoridades. Ninguna de las dos personas detenidas ha sido identificada por la Policía, pero se aseguró que los detenidos son de nacionalidad dominicana. El Nacional consultó sobre la situación a la Agencia Antidrogas de los Estados Unidos , limitándose a confirmar la detención y custodia de una persona en relación al contrabando de drogas y expresando que la agencia federal tomó jurisdicción del caso. Empero, se dijo extraoficialmente que los dos dominicanos permanecen recluidos desde el pasado jueves en el Centro Metropolitano de Detención de los Estados Unidos (cárcel federal ) que opera en el municipio de Guaynabo. Tanto la Policía como la DEA no entraron en detalles sobre la procedencia del cargamento de cocaína, que se sospecha vino de algún país suramericano, como tampoco quién sería el que recibiría el narcótico en la isla. Las autoridades se limitaron a decir que el jueves en la madrugada persiguieron una embarcación sospechosa frente a la costa del pueblo de Maunabo y que posteriormente la lancha, con dos motores fuera de borda, encalló en el sector California, de ese municipio, donde luego se incautó el cargamento y se detuvo a los dominicanos. La embarcación fue identificada por el nombre de “Eduardoño”, de 33 pies de eslora , y posiblemente de matrícula colombiana. Se indicó además que los fardos tenían escrito la palabra “Boss ” que al parecer es la forma de identificarse el propietario del millonario cargamento de narcóticos.",2013-12-08,"NULL","http://goo.gl/MNwrFm"
"1623","JOHANNESBURGO (AP). Este es el cronograma de las honras fúnebres para Nelson Mandela, anunciadas por el presidente sudafricano Jacob Zuma y la oficina de comunicaciones del gobierno el viernes Domingo 8 de diciembre: Jornada nacional de oración y reflexión. “Convocamos a nuestro pueblo a reunirse en salones, iglesias, mezquitas, templos, sinagogas y en sus hogares para servicios de oración y meditación, para reflexionar sobre la vida de Madiba y su contribución a nuestro país y mundo”, dijo Zuma, aludiendo a Mandela por su nombre tribal. Martes 10 de diciembre: Servicio fúnebre oficial en el Estadio FNB de Johannesburgo. Mandela apareció por última vez en público en el estadio durante la ceremonia de clausura de la Coa Mundial de Fútbol 2010. Durante el Mundial el estadio se llamó Soccer City.  Miércoles 11 a viernes 13 de diciembre: El cuerpo de Mandela yacerá en capilla ardiente en los Edificios de la Unión en Pretoria. Durante esos días habrá servicios oficiales en todas las provincias y regiones. Domingo 15 de diciembre: Funeral de estado y entierro en Qunu, Provincia del Cabo Oriental.",2013-12-06,"NULL","http://goo.gl/DxjWlW"
